>> roxford5k: mAP E: 64.03, M: 48.39, H: 23.22
>> roxford5k: mP@k[1, 5, 10] E: [88.24 76.47 71.76], M: [87.14 75.43 69.86], H: [54.29 36.93 31.64]
>> rparis6k: mAP E: 79.97, M: 61.96, H: 33.31
>> rparis6k: mP@k[1, 5, 10] E: [97.14 94.57 93.29], M: [97.14 96.57 96.29], H: [85.71 80.   75.  ]
>> Train: [1][1/2000]	Time 1.258 (1.258)	Data 0.744 (0.744)	Loss 0.1419 (0.1419)
>> Val: [1][500/1691]	Time 0.031 (0.035)	Loss 0.2422 (0.1750)
>> Val: [1][510/1691]	Time 0.034 (0.035)	Loss 0.2323 (0.1752)
>> Val: [1][520/1691]	Time 0.035 (0.035)	Loss 0.1581 (0.1757)
>> Val: [1][530/1691]	Time 0.034 (0.035)	Loss 0.1576 (0.1751)
>> Val: [1][540/1691]	Time 0.025 (0.035)	Loss 0.2328 (0.1753)
>> Val: [1][550/1691]	Time 0.026 (0.035)	Loss 0.3585 (0.1754)
>> Val: [1][560/1691]	Time 0.031 (0.035)	Loss 0.3468 (0.1755)
>> Val: [1][570/1691]	Time 0.029 (0.034)	Loss 0.1066 (0.1752)
>> Val: [1][580/1691]	Time 0.033 (0.034)	Loss 0.1168 (0.1757)
>> Val: [1][590/1691]	Time 0.031 (0.034)	Loss 0.1654 (0.1752)
>> Val: [1][600/1691]	Time 0.035 (0.034)	Loss 0.0917 (0.1750)
>> Val: [1][610/1691]	Time 0.033 (0.034)	Loss 0.1577 (0.1751)
>> Val: [1][620/1691]	Time 0.030 (0.034)	Loss 0.1545 (0.1747)
>> Val: [1][630/1691]	Time 0.033 (0.034)	Loss 0.1441 (0.1745)
>> Val: [1][640/1691]	Time 0.035 (0.034)	Loss 0.1509 (0.1743)
>> Val: [1][650/1691]	Time 0.034 (0.034)	Loss 0.1608 (0.1744)
>> Val: [1][660/1691]	Time 0.034 (0.034)	Loss 0.0658 (0.1743)
>> Val: [1][670/1691]	Time 0.030 (0.034)	Loss 0.1044 (0.1744)
>> Val: [1][680/1691]	Time 0.032 (0.034)	Loss 0.1217 (0.1738)
>> Val: [1][690/1691]	Time 0.029 (0.034)	Loss 0.1097 (0.1737)
>> Val: [1][700/1691]	Time 0.035 (0.034)	Loss 0.1542 (0.1737)
>> Val: [1][710/1691]	Time 0.036 (0.034)	Loss 0.2327 (0.1737)
>> Val: [1][720/1691]	Time 0.036 (0.034)	Loss 0.2344 (0.1735)
>> Val: [1][730/1691]	Time 0.033 (0.034)	Loss 0.0984 (0.1734)
>> Val: [1][740/1691]	Time 0.036 (0.034)	Loss 0.1245 (0.1733)
>> Val: [1][750/1691]	Time 0.035 (0.034)	Loss 0.1322 (0.1732)
>> Val: [1][760/1691]	Time 0.033 (0.034)	Loss 0.2644 (0.1727)
>> Val: [1][770/1691]	Time 0.033 (0.034)	Loss 0.2653 (0.1722)
>> Val: [1][780/1691]	Time 0.028 (0.034)	Loss 0.1117 (0.1725)
>> Val: [1][790/1691]	Time 0.030 (0.034)	Loss 0.2713 (0.1729)
>> Val: [1][800/1691]	Time 0.032 (0.034)	Loss 0.2135 (0.1730)
>> Val: [1][810/1691]	Time 0.029 (0.034)	Loss 0.0600 (0.1731)
>> Val: [1][820/1691]	Time 0.034 (0.034)	Loss 0.2034 (0.1730)
>> Val: [1][830/1691]	Time 0.031 (0.034)	Loss 0.1816 (0.1731)
>> Val: [1][840/1691]	Time 0.033 (0.034)	Loss 0.2288 (0.1733)
>> Val: [1][850/1691]	Time 0.026 (0.034)	Loss 0.1817 (0.1735)
>> Val: [1][860/1691]	Time 0.035 (0.034)	Loss 0.2160 (0.1734)
>> Val: [1][870/1691]	Time 0.032 (0.034)	Loss 0.0439 (0.1733)
>> Val: [1][880/1691]	Time 0.034 (0.034)	Loss 0.2876 (0.1731)
>> Val: [1][890/1691]	Time 0.035 (0.034)	Loss 0.1510 (0.1730)
>> Val: [1][900/1691]	Time 0.040 (0.034)	Loss 0.2378 (0.1734)
>> Val: [1][910/1691]	Time 0.036 (0.034)	Loss 0.1563 (0.1732)
>> Val: [1][920/1691]	Time 0.036 (0.034)	Loss 0.0814 (0.1733)
>> Val: [1][930/1691]	Time 0.034 (0.034)	Loss 0.2349 (0.1734)
>> Val: [1][940/1691]	Time 0.029 (0.034)	Loss 0.1297 (0.1733)
>> Val: [1][950/1691]	Time 0.036 (0.034)	Loss 0.0993 (0.1732)
>> Val: [1][960/1691]	Time 0.034 (0.034)	Loss 0.1232 (0.1729)
>> Val: [1][970/1691]	Time 0.036 (0.034)	Loss 0.2174 (0.1728)
>> Val: [1][980/1691]	Time 0.032 (0.034)	Loss 0.1645 (0.1731)
>> Val: [1][990/1691]	Time 0.027 (0.034)	Loss 0.2003 (0.1736)
>> Val: [1][1000/1691]	Time 0.037 (0.034)	Loss 0.0682 (0.1734)
>> Val: [1][1010/1691]	Time 0.033 (0.034)	Loss 0.1244 (0.1737)
>> Val: [1][1020/1691]	Time 0.035 (0.034)	Loss 0.0981 (0.1739)
>> Val: [1][1030/1691]	Time 0.033 (0.034)	Loss 0.0835 (0.1738)
>> Val: [1][1040/1691]	Time 0.030 (0.034)	Loss 0.1779 (0.1739)
>> Val: [1][1050/1691]	Time 0.035 (0.034)	Loss 0.1430 (0.1736)
>> Val: [1][1060/1691]	Time 0.037 (0.034)	Loss 0.1883 (0.1735)
>> Val: [1][1070/1691]	Time 0.036 (0.034)	Loss 0.1407 (0.1734)
>> Val: [1][1080/1691]	Time 0.034 (0.034)	Loss 0.1784 (0.1733)
>> Val: [1][1090/1691]	Time 0.032 (0.034)	Loss 0.1599 (0.1736)
>> Val: [1][1100/1691]	Time 0.030 (0.034)	Loss 0.2289 (0.1734)
>> Val: [1][1110/1691]	Time 0.033 (0.034)	Loss 0.1825 (0.1732)
>> Val: [1][1120/1691]	Time 0.039 (0.034)	Loss 0.2088 (0.1733)
>> Val: [1][1130/1691]	Time 0.029 (0.034)	Loss 0.0980 (0.1730)
>> Val: [1][1140/1691]	Time 0.032 (0.034)	Loss 0.1196 (0.1727)
>> Val: [1][1150/1691]	Time 0.035 (0.034)	Loss 0.0334 (0.1726)
>> Val: [1][1160/1691]	Time 0.035 (0.034)	Loss 0.0826 (0.1727)
>> Val: [1][1170/1691]	Time 0.031 (0.034)	Loss 0.0971 (0.1727)
>> Val: [1][1180/1691]	Time 0.034 (0.034)	Loss 0.2544 (0.1727)
>> Val: [1][1190/1691]	Time 0.029 (0.034)	Loss 0.1081 (0.1725)
>> Val: [1][1200/1691]	Time 0.037 (0.034)	Loss 0.0545 (0.1725)
>> Val: [1][1210/1691]	Time 0.038 (0.034)	Loss 0.2287 (0.1723)
>> Val: [1][1220/1691]	Time 0.038 (0.034)	Loss 0.1253 (0.1724)
>> Val: [1][1230/1691]	Time 0.032 (0.034)	Loss 0.1239 (0.1721)
>> Val: [1][1240/1691]	Time 0.034 (0.034)	Loss 0.1241 (0.1723)
>> Val: [1][1250/1691]	Time 0.034 (0.034)	Loss 0.1808 (0.1723)
>> Val: [1][1260/1691]	Time 0.028 (0.034)	Loss 0.1734 (0.1728)
>> Val: [1][1270/1691]	Time 0.030 (0.034)	Loss 0.2309 (0.1727)
>> Val: [1][1280/1691]	Time 0.037 (0.034)	Loss 0.0524 (0.1727)
>> Val: [1][1290/1691]	Time 0.035 (0.034)	Loss 0.0902 (0.1729)
>> Val: [1][1300/1691]	Time 0.029 (0.034)	Loss 0.2384 (0.1731)
>> Val: [1][1310/1691]	Time 0.035 (0.034)	Loss 0.1499 (0.1731)
>> Val: [1][1320/1691]	Time 0.029 (0.034)	Loss 0.2162 (0.1731)
>> Val: [1][1330/1691]	Time 0.040 (0.034)	Loss 0.1627 (0.1730)
>> Val: [1][1340/1691]	Time 0.034 (0.034)	Loss 0.2900 (0.1731)
>> Val: [1][1350/1691]	Time 0.025 (0.034)	Loss 0.1551 (0.1730)
>> Val: [1][1360/1691]	Time 0.029 (0.034)	Loss 0.1866 (0.1730)
>> Val: [1][1370/1691]	Time 0.037 (0.034)	Loss 0.1132 (0.1731)
>> Val: [1][1380/1691]	Time 0.037 (0.034)	Loss 0.0516 (0.1730)
>> Val: [1][1390/1691]	Time 0.035 (0.034)	Loss 0.1212 (0.1731)
>> Val: [1][1400/1691]	Time 0.038 (0.034)	Loss 0.1904 (0.1730)
>> Val: [1][1410/1691]	Time 0.033 (0.034)	Loss 0.2272 (0.1729)
>> Val: [1][1420/1691]	Time 0.035 (0.034)	Loss 0.2553 (0.1729)
>> Val: [1][1430/1691]	Time 0.031 (0.034)	Loss 0.1134 (0.1729)
>> Val: [1][1440/1691]	Time 0.034 (0.034)	Loss 0.3986 (0.1733)
>> Val: [1][1450/1691]	Time 0.037 (0.034)	Loss 0.1129 (0.1730)
>> Val: [1][1460/1691]	Time 0.035 (0.034)	Loss 0.1959 (0.1729)
>> Val: [1][1470/1691]	Time 0.033 (0.034)	Loss 0.3091 (0.1730)
>> Val: [1][1480/1691]	Time 0.031 (0.034)	Loss 0.2185 (0.1729)
>> Val: [1][1490/1691]	Time 0.033 (0.034)	Loss 0.1301 (0.1731)
>> Val: [1][1500/1691]	Time 0.037 (0.034)	Loss 0.1416 (0.1729)
>> Val: [1][1510/1691]	Time 0.033 (0.034)	Loss 0.0083 (0.1725)
>> Val: [1][1520/1691]	Time 0.031 (0.034)	Loss 0.3066 (0.1727)
>> Val: [1][1530/1691]	Time 0.033 (0.034)	Loss 0.2322 (0.1728)
>> Val: [1][1540/1691]	Time 0.037 (0.034)	Loss 0.1142 (0.1725)
>> Val: [1][1550/1691]	Time 0.028 (0.034)	Loss 0.2733 (0.1724)
>> Val: [1][1560/1691]	Time 0.035 (0.034)	Loss 0.1292 (0.1723)
>> Val: [1][1570/1691]	Time 0.035 (0.034)	Loss 0.1888 (0.1727)
>> Val: [1][1580/1691]	Time 0.038 (0.034)	Loss 0.1085 (0.1727)
>> Val: [1][1590/1691]	Time 0.032 (0.034)	Loss 0.4211 (0.1728)
>> Val: [1][1600/1691]	Time 0.036 (0.034)	Loss 0.1389 (0.1728)
>> Val: [1][1610/1691]	Time 0.035 (0.034)	Loss 0.1784 (0.1727)
>> Val: [1][1620/1691]	Time 0.037 (0.034)	Loss 0.1480 (0.1727)
>> Val: [1][1630/1691]	Time 0.033 (0.034)	Loss 0.1715 (0.1727)
>> Val: [1][1640/1691]	Time 0.032 (0.034)	Loss 0.0371 (0.1727)
>> Val: [1][1650/1691]	Time 0.030 (0.034)	Loss 0.2874 (0.1727)
>> Val: [1][1660/1691]	Time 0.036 (0.034)	Loss 0.1496 (0.1727)
>> Val: [1][1670/1691]	Time 0.035 (0.034)	Loss 0.2462 (0.1728)
>> Val: [1][1680/1691]	Time 0.030 (0.034)	Loss 0.3855 (0.1731)
>> Val: [1][1690/1691]	Time 0.033 (0.034)	Loss 0.1511 (0.1730)
>> Val: [1][1691/1691]	Time 0.025 (0.034)	Loss 0.2287 (0.1730)
>> roxford5k: mAP E: 67.56, M: 51.5, H: 25.25
>> roxford5k: mP@k[1, 5, 10] E: [83.82 78.6  74.63], M: [82.86 77.43 72.14], H: [61.43 41.79 36.36]
>> rparis6k: mAP E: 77.51, M: 60.29, H: 32.56
>> rparis6k: mP@k[1, 5, 10] E: [94.29 93.71 92.71], M: [94.29 95.71 95.57], H: [85.71 78.   72.29]
>> Train: [2][1/2000]	Time 1.498 (1.498)	Data 1.425 (1.425)	Loss 0.1832 (0.1832)
>> Train: [2][10/2000]	Time 0.097 (0.231)	Data 0.000 (0.143)	Loss 0.1062 (0.1323)
>> Train: [2][20/2000]	Time 0.099 (0.163)	Data 0.000 (0.071)	Loss 0.1200 (0.1434)
>> Train: [2][30/2000]	Time 0.100 (0.140)	Data 0.000 (0.048)	Loss 0.1517 (0.1379)
>> Train: [2][40/2000]	Time 0.092 (0.129)	Data 0.000 (0.036)	Loss 0.1264 (0.1494)
>> Train: [2][50/2000]	Time 0.090 (0.121)	Data 0.000 (0.029)	Loss 0.0965 (0.1609)
>> Train: [2][60/2000]	Time 0.096 (0.117)	Data 0.000 (0.024)	Loss 0.1757 (0.1579)
>> Train: [2][70/2000]	Time 0.084 (0.114)	Data 0.000 (0.021)	Loss 0.0774 (0.1603)
>> Train: [2][80/2000]	Time 0.095 (0.111)	Data 0.000 (0.018)	Loss 0.1318 (0.1615)
>> Train: [2][90/2000]	Time 0.096 (0.109)	Data 0.000 (0.016)	Loss 0.0484 (0.1623)
>> Train: [2][100/2000]	Time 0.105 (0.108)	Data 0.000 (0.014)	Loss 0.1860 (0.1618)
>> Train: [2][110/2000]	Time 0.100 (0.106)	Data 0.000 (0.013)	Loss 0.0622 (0.1599)
>> Train: [2][120/2000]	Time 0.076 (0.106)	Data 0.000 (0.012)	Loss 0.1199 (0.1599)
>> Train: [2][130/2000]	Time 0.092 (0.104)	Data 0.000 (0.011)	Loss 0.3566 (0.1646)
>> Train: [2][140/2000]	Time 0.101 (0.103)	Data 0.000 (0.010)	Loss 0.1909 (0.1630)
>> Train: [2][150/2000]	Time 0.097 (0.103)	Data 0.000 (0.010)	Loss 0.3309 (0.1686)
>> Train: [2][160/2000]	Time 0.087 (0.103)	Data 0.000 (0.009)	Loss 0.2410 (0.1710)
>> Train: [2][170/2000]	Time 0.091 (0.102)	Data 0.000 (0.009)	Loss 0.2222 (0.1733)
>> Train: [2][180/2000]	Time 0.103 (0.102)	Data 0.000 (0.008)	Loss 0.0733 (0.1747)
>> Train: [2][190/2000]	Time 0.085 (0.101)	Data 0.000 (0.008)	Loss 0.2374 (0.1728)
>> Train: [2][200/2000]	Time 0.100 (0.101)	Data 0.000 (0.007)	Loss 0.1592 (0.1715)
>> Train: [2][210/2000]	Time 0.092 (0.101)	Data 0.000 (0.007)	Loss 0.2123 (0.1715)
>> Train: [2][220/2000]	Time 0.097 (0.101)	Data 0.000 (0.007)	Loss 0.1501 (0.1711)
>> Train: [2][230/2000]	Time 0.098 (0.100)	Data 0.000 (0.006)	Loss 0.1081 (0.1702)
>> Train: [2][240/2000]	Time 0.095 (0.100)	Data 0.000 (0.006)	Loss 0.1017 (0.1687)
>> Train: [2][250/2000]	Time 0.100 (0.100)	Data 0.000 (0.006)	Loss 0.2441 (0.1688)
>> Train: [2][260/2000]	Time 0.096 (0.099)	Data 0.000 (0.006)	Loss 0.2324 (0.1685)
>> Train: [2][270/2000]	Time 0.093 (0.099)	Data 0.000 (0.005)	Loss 0.1593 (0.1676)
>> Train: [2][280/2000]	Time 0.103 (0.099)	Data 0.000 (0.005)	Loss 0.1962 (0.1682)
>> Train: [2][290/2000]	Time 0.100 (0.099)	Data 0.000 (0.005)	Loss 0.1846 (0.1690)
>> Train: [2][300/2000]	Time 0.090 (0.099)	Data 0.000 (0.005)	Loss 0.3052 (0.1696)
>> Train: [2][310/2000]	Time 0.096 (0.099)	Data 0.000 (0.005)	Loss 0.1836 (0.1685)
>> Train: [2][320/2000]	Time 0.091 (0.098)	Data 0.000 (0.005)	Loss 0.2262 (0.1690)
>> Train: [2][330/2000]	Time 0.094 (0.098)	Data 0.000 (0.004)	Loss 0.2163 (0.1699)
>> Train: [2][340/2000]	Time 0.098 (0.098)	Data 0.000 (0.004)	Loss 0.1764 (0.1703)
>> Train: [2][350/2000]	Time 0.094 (0.098)	Data 0.000 (0.004)	Loss 0.0612 (0.1698)
>> Train: [2][360/2000]	Time 0.100 (0.098)	Data 0.000 (0.004)	Loss 0.1294 (0.1685)
>> Train: [2][370/2000]	Time 0.094 (0.098)	Data 0.000 (0.004)	Loss 0.0808 (0.1676)
>> Train: [2][380/2000]	Time 0.080 (0.098)	Data 0.000 (0.004)	Loss 0.2166 (0.1677)
>> Train: [2][390/2000]	Time 0.103 (0.098)	Data 0.000 (0.004)	Loss 0.0916 (0.1665)
>> Train: [2][400/2000]	Time 0.099 (0.098)	Data 0.000 (0.004)	Loss 0.2181 (0.1674)
>> Train: [2][410/2000]	Time 0.080 (0.097)	Data 0.000 (0.004)	Loss 0.2258 (0.1668)
>> Train: [2][420/2000]	Time 0.098 (0.097)	Data 0.000 (0.004)	Loss 0.2428 (0.1671)
>> Train: [2][430/2000]	Time 0.095 (0.097)	Data 0.000 (0.003)	Loss 0.3610 (0.1679)
>> Train: [2][440/2000]	Time 0.098 (0.097)	Data 0.000 (0.003)	Loss 0.2203 (0.1672)
>> Train: [2][450/2000]	Time 0.089 (0.097)	Data 0.000 (0.003)	Loss 0.0609 (0.1664)
>> Train: [2][460/2000]	Time 0.101 (0.097)	Data 0.000 (0.003)	Loss 0.2357 (0.1670)
>> Train: [2][470/2000]	Time 0.097 (0.097)	Data 0.000 (0.003)	Loss 0.1270 (0.1672)
>> Train: [2][480/2000]	Time 0.081 (0.097)	Data 0.000 (0.003)	Loss 0.1730 (0.1667)
>> Train: [2][490/2000]	Time 0.089 (0.097)	Data 0.000 (0.003)	Loss 0.2416 (0.1665)
>> Train: [2][500/2000]	Time 0.084 (0.097)	Data 0.000 (0.003)	Loss 0.3780 (0.1662)
>> Train: [2][510/2000]	Time 0.093 (0.097)	Data 0.000 (0.003)	Loss 0.1129 (0.1658)
>> Train: [2][520/2000]	Time 0.085 (0.097)	Data 0.000 (0.003)	Loss 0.0593 (0.1650)
>> Train: [2][530/2000]	Time 0.102 (0.097)	Data 0.000 (0.003)	Loss 0.2280 (0.1651)
>> Train: [2][540/2000]	Time 0.106 (0.096)	Data 0.000 (0.003)	Loss 0.3808 (0.1655)
>> Train: [2][550/2000]	Time 0.097 (0.096)	Data 0.000 (0.003)	Loss 0.0539 (0.1653)
>> Train: [2][560/2000]	Time 0.088 (0.096)	Data 0.000 (0.003)	Loss 0.1301 (0.1658)
>> Train: [2][570/2000]	Time 0.091 (0.096)	Data 0.000 (0.003)	Loss 0.1997 (0.1659)
>> Train: [2][580/2000]	Time 0.085 (0.096)	Data 0.000 (0.003)	Loss 0.1621 (0.1654)
>> Train: [2][590/2000]	Time 0.105 (0.096)	Data 0.000 (0.003)	Loss 0.1643 (0.1652)
>> Train: [2][600/2000]	Time 0.078 (0.096)	Data 0.000 (0.003)	Loss 0.0966 (0.1652)
>> Train: [2][610/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.1083 (0.1650)
>> Train: [2][620/2000]	Time 0.087 (0.096)	Data 0.000 (0.002)	Loss 0.0885 (0.1644)
>> Train: [2][630/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.1994 (0.1645)
>> Train: [2][640/2000]	Time 0.091 (0.096)	Data 0.000 (0.002)	Loss 0.0726 (0.1642)
>> Train: [2][650/2000]	Time 0.089 (0.096)	Data 0.000 (0.002)	Loss 0.0928 (0.1645)
>> Train: [2][660/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.1497 (0.1646)
>> Train: [2][670/2000]	Time 0.101 (0.096)	Data 0.000 (0.002)	Loss 0.0750 (0.1641)
>> Train: [2][680/2000]	Time 0.087 (0.096)	Data 0.000 (0.002)	Loss 0.1187 (0.1644)
>> Train: [2][690/2000]	Time 0.100 (0.096)	Data 0.000 (0.002)	Loss 0.1502 (0.1646)
>> Train: [2][700/2000]	Time 0.094 (0.096)	Data 0.000 (0.002)	Loss 0.1269 (0.1659)
>> Train: [2][710/2000]	Time 0.099 (0.096)	Data 0.000 (0.002)	Loss 0.1156 (0.1657)
>> Train: [2][720/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.1924 (0.1656)
>> Train: [2][730/2000]	Time 0.095 (0.096)	Data 0.000 (0.002)	Loss 0.0991 (0.1650)
>> Train: [2][740/2000]	Time 0.095 (0.096)	Data 0.000 (0.002)	Loss 0.2324 (0.1651)
>> Train: [2][750/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.1421 (0.1651)
>> Train: [2][760/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.2466 (0.1655)
>> Train: [2][770/2000]	Time 0.092 (0.096)	Data 0.000 (0.002)	Loss 0.1875 (0.1656)
>> Train: [2][780/2000]	Time 0.099 (0.096)	Data 0.000 (0.002)	Loss 0.0773 (0.1651)
>> Train: [2][790/2000]	Time 0.095 (0.096)	Data 0.000 (0.002)	Loss 0.1093 (0.1647)
>> Train: [2][800/2000]	Time 0.098 (0.096)	Data 0.000 (0.002)	Loss 0.1162 (0.1646)
>> Train: [2][810/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.3183 (0.1648)
>> Train: [2][820/2000]	Time 0.090 (0.096)	Data 0.000 (0.002)	Loss 0.1809 (0.1647)
>> Train: [2][830/2000]	Time 0.079 (0.096)	Data 0.000 (0.002)	Loss 0.2410 (0.1643)
>> Train: [2][840/2000]	Time 0.097 (0.096)	Data 0.000 (0.002)	Loss 0.0921 (0.1642)
>> Train: [2][850/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.1671 (0.1639)
>> Train: [2][860/2000]	Time 0.104 (0.096)	Data 0.000 (0.002)	Loss 0.2464 (0.1638)
>> Train: [2][870/2000]	Time 0.102 (0.096)	Data 0.000 (0.002)	Loss 0.1100 (0.1639)
>> Train: [2][880/2000]	Time 0.080 (0.096)	Data 0.000 (0.002)	Loss 0.2044 (0.1639)
>> Train: [2][890/2000]	Time 0.096 (0.096)	Data 0.000 (0.002)	Loss 0.3638 (0.1643)
>> Train: [2][900/2000]	Time 0.091 (0.096)	Data 0.000 (0.002)	Loss 0.0610 (0.1643)
>> Train: [2][910/2000]	Time 0.087 (0.096)	Data 0.000 (0.002)	Loss 0.1601 (0.1645)
>> Train: [2][920/2000]	Time 0.105 (0.096)	Data 0.000 (0.002)	Loss 0.1244 (0.1648)
>> Train: [2][930/2000]	Time 0.089 (0.096)	Data 0.000 (0.002)	Loss 0.2535 (0.1647)
>> Train: [2][940/2000]	Time 0.096 (0.096)	Data 0.000 (0.002)	Loss 0.1437 (0.1646)
>> Train: [2][950/2000]	Time 0.087 (0.096)	Data 0.000 (0.002)	Loss 0.1334 (0.1647)
>> Train: [2][960/2000]	Time 0.074 (0.096)	Data 0.000 (0.002)	Loss 0.0981 (0.1647)
>> Train: [2][970/2000]	Time 0.096 (0.096)	Data 0.000 (0.002)	Loss 0.1162 (0.1646)
>> Train: [2][980/2000]	Time 0.096 (0.096)	Data 0.000 (0.002)	Loss 0.0866 (0.1647)
>> Train: [2][990/2000]	Time 0.078 (0.096)	Data 0.000 (0.002)	Loss 0.1782 (0.1647)
>> Train: [2][1000/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.1962 (0.1645)
>> Train: [2][1010/2000]	Time 0.104 (0.096)	Data 0.000 (0.002)	Loss 0.1121 (0.1641)
>> Train: [2][1020/2000]	Time 0.104 (0.096)	Data 0.000 (0.002)	Loss 0.0776 (0.1638)
>> Train: [2][1030/2000]	Time 0.093 (0.096)	Data 0.000 (0.002)	Loss 0.2509 (0.1641)
>> Train: [2][1040/2000]	Time 0.082 (0.096)	Data 0.000 (0.002)	Loss 0.1746 (0.1641)
>> Train: [2][1050/2000]	Time 0.105 (0.096)	Data 0.000 (0.002)	Loss 0.2017 (0.1639)
>> Train: [2][1060/2000]	Time 0.105 (0.096)	Data 0.000 (0.002)	Loss 0.1864 (0.1641)
>> Train: [2][1070/2000]	Time 0.098 (0.096)	Data 0.000 (0.001)	Loss 0.1744 (0.1638)
>> Train: [2][1080/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1565 (0.1635)
>> Train: [2][1090/2000]	Time 0.105 (0.096)	Data 0.000 (0.001)	Loss 0.1189 (0.1633)
>> Train: [2][1100/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.1632 (0.1634)
>> Train: [2][1110/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.0850 (0.1633)
>> Train: [2][1120/2000]	Time 0.099 (0.096)	Data 0.000 (0.001)	Loss 0.1149 (0.1633)
>> Train: [2][1130/2000]	Time 0.094 (0.096)	Data 0.000 (0.001)	Loss 0.3065 (0.1637)
>> Train: [2][1140/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.0769 (0.1637)
>> Train: [2][1150/2000]	Time 0.102 (0.096)	Data 0.000 (0.001)	Loss 0.2671 (0.1635)
>> Train: [2][1160/2000]	Time 0.088 (0.096)	Data 0.000 (0.001)	Loss 0.1033 (0.1635)
>> Train: [2][1170/2000]	Time 0.081 (0.096)	Data 0.000 (0.001)	Loss 0.1052 (0.1641)
>> Train: [2][1180/2000]	Time 0.091 (0.096)	Data 0.000 (0.001)	Loss 0.1367 (0.1641)
>> Train: [2][1190/2000]	Time 0.084 (0.096)	Data 0.000 (0.001)	Loss 0.0598 (0.1637)
>> Train: [2][1200/2000]	Time 0.096 (0.096)	Data 0.000 (0.001)	Loss 0.1751 (0.1638)
>> Train: [2][1210/2000]	Time 0.113 (0.096)	Data 0.000 (0.001)	Loss 0.0989 (0.1639)
>> Train: [2][1220/2000]	Time 0.087 (0.096)	Data 0.000 (0.001)	Loss 0.1399 (0.1638)
>> Train: [2][1230/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1249 (0.1637)
>> Train: [2][1240/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.1417 (0.1639)
>> Train: [2][1250/2000]	Time 0.089 (0.095)	Data 0.000 (0.001)	Loss 0.2016 (0.1639)
>> Train: [2][1260/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2167 (0.1638)
>> Train: [2][1270/2000]	Time 0.094 (0.095)	Data 0.000 (0.001)	Loss 0.0588 (0.1636)
>> Train: [2][1280/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.3512 (0.1636)
>> Train: [2][1290/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.1585 (0.1635)
>> Train: [2][1300/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.2031 (0.1635)
>> Train: [2][1310/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1193 (0.1636)
>> Train: [2][1320/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.0741 (0.1636)
>> Train: [2][1330/2000]	Time 0.107 (0.095)	Data 0.000 (0.001)	Loss 0.2393 (0.1634)
>> Train: [2][1340/2000]	Time 0.093 (0.095)	Data 0.000 (0.001)	Loss 0.1948 (0.1634)
>> Train: [2][1350/2000]	Time 0.091 (0.095)	Data 0.000 (0.001)	Loss 0.2601 (0.1633)
>> Train: [2][1360/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.0878 (0.1635)
>> Train: [2][1370/2000]	Time 0.098 (0.095)	Data 0.000 (0.001)	Loss 0.1748 (0.1637)
>> Train: [2][1380/2000]	Time 0.097 (0.095)	Data 0.000 (0.001)	Loss 0.1844 (0.1635)
>> Train: [2][1390/2000]	Time 0.103 (0.095)	Data 0.000 (0.001)	Loss 0.0902 (0.1635)
>> Train: [2][1400/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.1747 (0.1634)
>> Train: [2][1410/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.0626 (0.1635)
>> Train: [2][1420/2000]	Time 0.096 (0.095)	Data 0.000 (0.001)	Loss 0.0470 (0.1632)
>> Train: [2][1430/2000]	Time 0.095 (0.095)	Data 0.000 (0.001)	Loss 0.0826 (0.1632)
>> Train: [2][1440/2000]	Time 0.090 (0.095)	Data 0.000 (0.001)	Loss 0.2932 (0.1633)
>> Train: [2][1450/2000]	Time 0.110 (0.095)	Data 0.000 (0.001)	Loss 0.0863 (0.1632)
